Year,Month,Day,Site number,Precipitation canopy,Precipitation open,Site name,Latitude,Longitude,Reaches,Current usgs gauge,
2020,1,21,3,.,.,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,1,21,4,12,7,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,1,21,5,17,2.5,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,1,21,6,30,13,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,1,23,7,4.25,7.25,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,1,22,8,10.5,13,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,1,23,10,8,18,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,1,24,11,.,.,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,1,24,12,9,16,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,1,23,13,7.5,12,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,1,23,14,.,.,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,1,23,15,5,.,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,1,21,16,4,6,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,1,23,17,7,16,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,1,23,18,2,7,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,1,21,19,.,7.5,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,1,27,20,4,12.5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,1,22,21,3.5,4.5,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,1,25,22,.,17,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,1,23,23,9.5,13,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,1,24,24,7,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,1,21,25,5.5,7.5,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,1,21,26,1,1.5,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,1,24,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,1,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,1,21,29,4.5,12,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,1,21,30,7.5,8.5,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,1,21,31,8,9,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,1,27,32,.,.,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,1,24,33,5.5,9.5,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-01-24
2020,1,24,34,10,10,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-01-24
2020,2,19,1,10,.,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,2,18,2,8.5,9,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,2,19,3,.,.,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,2,18,4,21,17,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,2,18,5,15.9,.,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,2,21,6,.,14,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,2,20,7,13,16,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,2,19,8,7,9,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,2,20,10,7.5,12.1,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,2,22,11,7.5,12.5,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,2,21,12,5.5,3,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,2,20,13,9.5,10.5,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,2,20,14,.,16,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,2,20,15,10,.,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,2,18,16,10,15,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,2,20,17,8.5,12.2,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,2,20,18,9,14,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,2,20,19,.,15,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,2,19,20,5,9.5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,2,19,21,7,11,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,2,22,22,7.5,10.5,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,2,20,23,6.5,9,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,2,21,24,6.5,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,2,18,25,13.2,18.3,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,2,21,26,11.5,23,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,2,21,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,2,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,2,18,29,6.5,12,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,2,18,30,11.5,12,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,2,21,31,7.5,10,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,2,21,32,.,.,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,2,21,33,31,40,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-02-21
2020,2,21,34,32,37,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-02-21
2020,3,18,1,10.5,9.5,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,3,20,2,8.5,10,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,3,16,3,.,20,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,3,17,4,6.5,.,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,3,20,5,17,.,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,3,17,6,0.5,11,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,3,17,7,21,21,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,3,18,8,0,20,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,3,18,10,9,13,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,3,18,11,8,16,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,3,18,12,10,.,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,3,20,13,10,15,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,3,17,14,6,14,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,3,17,15,4.6,.,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,3,17,16,6,10.5,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,3,17,17,24,11,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,3,16,18,5,12,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,3,16,19,.,12,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,3,20,20,2,9.5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,3,18,21,10,13,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,3,18,22,9.5,16,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,3,21,23,9,11.5,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,3,.,24,.,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,3,17,25,13,16,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,3,19,26,32,54,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,3,16,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,3,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,3,18,29,.,12.5,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,3,20,30,10,11,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,3,20,31,10,15.5,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,3,20,32,11,18,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,3,17,33,13,20,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-03-17
2020,3,17,34,6.5,17.5,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-03-17
2020,4,23,1,6.5,8,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,4,26,2,4.25,5,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,4,24,3,0,0,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,4,21,4,13,11.5,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,4,.,5,.,.,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,4,22,6,3.5,7,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,4,20,7,2.5,4,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,4,22,8,5.5,10,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,4,23,10,3,8.5,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,4,24,11,3.75,8,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,4,24,12,2.5,2.5,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,4,22,13,3.5,8,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,4,20,14,4.5,8,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,4,21,15,9.5,13,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,4,21,16,7,13,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,4,22,17,2.5,7,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,4,24,18,8,13,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,4,24,19,.,14,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,4,24,20,3.25,5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,4,23,21,3.5,8.5,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,4,24,22,4.5,8,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,4,25,23,4,.,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,4,.,24,.,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,4,21,25,10,14,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,4,22,26,2,1,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,4,21,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,4,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,4,22,29,3,11,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,4,22,30,5,7.5,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,4,22,31,5.5,8,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,4,.,32,.,.,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,4,20,33,5,7.5,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-04-20
2020,4,20,34,5.5,7,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-04-20
2020,5,20,1,6.5,1,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,5,23,2,0.5,0.75,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,5,18,3,0,0,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,5,19,4,0,0.5,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,5,.,5,.,.,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,5,20,6,0,30,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,5,22,7,15,14,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,5,19,8,0.5,0.85,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,5,20,10,0.5,2,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,5,22,11,0,1,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,5,22,12,0,1,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,5,19,13,0.25,1,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,5,22,14,0.5,0.75,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,5,19,15,0,0,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,5,19,16,0.5,0,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,5,20,17,0,0.5,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,5,18,18,0,0,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,5,18,19,0,0,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,5,20,20,0.5,1,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,5,20,21,0,.,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,5,22,22,0,0.5,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,5,23,23,0,1,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,5,.,24,.,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,5,19,25,0.5,0.5,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,5,24,26,0,0,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,5,21,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,5,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,5,19,29,1,3,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,5,20,30,0,0.25,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,5,20,31,0,0.5,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,5,.,32,.,.,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,5,20,33,.,.,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-05-20
2020,5,20,34,0,0,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-05-20
2020,6,19,1,7,17.5,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,6,19,2,15.5,19.5,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,6,15,3,.,3,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,6,16,4,.,4.5,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,6,18,5,0,25,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,6,18,6,0,25,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,6,17,7,3.5,7.5,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,6,17,8,28,25,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,6,19,10,5,18,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,6,17,11,10.5,17,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,6,17,12,7,6,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,6,17,13,46,60,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,6,17,14,1.5,4,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,6,16,15,.,4,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,6,16,16,.,3.2,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,6,18,17,6.5,24,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,6,15,18,0,2.5,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,6,15,19,1,5.5,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,6,18,20,12,23,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,6,19,21,8,15.25,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,6,17,22,5,15,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,6,19,23,16.5,26,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,6,.,24,.,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,6,16,25,1.5,5,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,6,19,26,7,12,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,6,15,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,6,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,6,17,29,15,35,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,6,17,30,9,14,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,6,17,31,38,57,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,6,19,32,.,.,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,6,19,33,2,.,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-06-19
2020,6,19,34,0,4.5,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-06-19
2020,7,22,1,4,8,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,7,24,2,10,12.5,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,7,20,3,0,3,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,7,21,4,0.5,.,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,7,.,5,.,.,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,7,23,6,0,2,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,7,24,7,36,37,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,7,21,8,2,.,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,7,22,10,5,5,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,7,20,11,0,2,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,7,20,12,0.5,3,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,7,21,13,0.5,3,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,7,24,14,15,35,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,7,21,15,0,1.8,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,7,21,16,0,1.8,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,7,23,17,0,2.5,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,7,20,18,0,1,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,7,20,19,2.5,1,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,7,24,20,9,17,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,7,22,21,6.5,12,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,7,20,22,0.5,4.5,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,7,23,23,10,18,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,7,.,24,.,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,7,21,25,2.4,6,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,7,25,26,16,28,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,7,23,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,7,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,7,21,29,2.75,4,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,7,21,30,1,2.5,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,7,21,31,2.5,5,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,7,.,32,.,.,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,7,24,33,8,10,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-07-24
2020,7,24,34,0,12,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-07-24
2020,8,18,1,9,22,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,8,21,2,17,19,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,8,19,3,37,62,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,8,18,4,51,26,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,8,.,5,.,.,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,8,18,6,12,39.5,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,8,24,7,18,23,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,8,19,8,27,19,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,8,18,10,10.5,24,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,8,18,11,21,30,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,8,18,12,15,35,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,8,19,13,9,27,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,8,24,14,16,33,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,8,18,15,29,48,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,8,18,16,28,51,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,8,18,17,18,40,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,8,19,18,23,45,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,8,19,19,31,42,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,8,20,20,10,27,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,8,19,21,7,18,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,8,18,22,13,28,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,8,20,23,17,29,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,8,.,24,.,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,8,18,25,40,54,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,8,22,26,5.5,12,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,8,19,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,8,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,8,19,29,13,40,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,8,20,30,41,59,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,8,20,31,22,26,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,8,.,32,.,.,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,8,21,33,30,.,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-08-21
2020,8,21,34,38,32,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-08-21
2020,9,17,1,5.1,5,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,9,19,2,6,6.5,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,9,17,3,11.75,22,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,9,15,4,15.5,18,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,9,16,5,.,.,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,9,17,6,0,7,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,9,14,7,13,18,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,9,15,8,12,0,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2020,9,17,10,3.5,4,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2020,9,15,11,6,9.5,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2020,9,15,12,4.5,8.5,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2020,9,16,13,15.5,24,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2020,9,14,14,9,19,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2020,9,16,15,12,19,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2020,9,16,16,9.5,19,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2020,9,14,17,0,7,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2020,9,16,18,16,21,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2020,9,16,19,18,21,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2020,9,15,20,2.5,7,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2020,9,17,21,3.5,7.5,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2020,9,15,22,3,8,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2020,9,19,23,7.5,12,BioPark,35.079,-106.668,Angostura Reach,8330000,
2020,9,.,24,.,.,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2020,9,15,25,18.5,26,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2020,9,19,26,21,41,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2020,9,17,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2020,9,.,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2020,9,16,29,11,28,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2020,9,18,30,15.25,13,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2020,9,18,31,14,26,San Jose,35.012375,-106.6728,Angostura Reach,8330000,
2020,9,.,32,.,.,Sandia,35.255,-106.5907,Cochti Reach,.,
2020,9,18,33,16,.,Bosque del Apache,33.8197,-106.8539,San Acacia Reach,8355490,2020-09-18
2020,9,18,34,12,25,River Realignment,33.8227,-106.8419,San Acacia Reach,8355490,2020-09-18
2020,10,22,1,0,0,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2020,10,20,2,0,0,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2020,10,20,3,.,.,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2020,10,20,4,0,0,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2020,10,21,5,.,.,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2020,10,19,6,0,0,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2020,10,19,7,0,0,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2020,10,22,8,0,0,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
